filename|annotation|path|index|label|class number
embhab_hab_li77441_pic142.jpg|Image depicting hourglass, animal|images/embhab_hab_li77441_pic142.jpg|2|'animals'|1
IIHIM_-739492654.jpg|Image depicting insect|images/IIHIM_-739492654.jpg|3|'animals'|1
embepu_su1724_pic10005.jpg|Image depicting perfection, soul, Divotione, Ripa, devotion, piety, halo, nimbus, dust, bird|images/embepu_su1724_pic10005.jpg|4|'animals'|1
IIHIM_-1674073675.jpg|Image depicting hunter, huntress, conversation, conversation piece, dialogue, table, house, interior, dog, hunting dog, animal|images/IIHIM_-1674073675.jpg|6|'animals'|1
IIHIM_-1186622624.jpg|Image depicting Mostri, animal, monster, shape, Mostri, Ripa, animal, fabulous animal, fiction, grotesque|images/IIHIM_-1186622624.jpg|7|'animals'|1
IIHIM_320453546.jpg|Image depicting hoofed animal, mountain, coast, sea, bay (gulf), gulf, castle, hunting, occupations, riding (on horseback)|images/IIHIM_320453546.jpg|8|'animals', 'landscapes'|1, 3
embstma_1113_pic046.jpg|Image depicting predatory animal|images/embstma_1113_pic046.jpg|9|'animals'|1
IIHIM_1728632130.jpg|Image depicting animal, Amor di Virtù, Attione virtuosa, Guida sicura de veri honori, Ripa, Virtus, Virtù, Virtù insuperabile, virtue, accusing, innocence, Affabilità, piacevolezza, amabilità, Animo piacevole, trattabile & amorevole, Benignità, affability, friendliness, gentleness, Lode, Ripa, approval, praising, Ampiezza della Gloria, Gloria, Gloria & Honore, Gloria de prencipi, Honore, Honos, Sublimatà della Gloria, glory, honour, law, maintenance of the law|images/IIHIM_1728632130.jpg|10|'animals'|1
IIHIM_346131842.jpg|Image depicting animal, tongue, relatives, ruler, stealing, Pericolo, Ripa, danger, safety, Opulentia, Opulenza, Richezza, Ripa, opulence, wealth, Compuntione, Ripa, repenting, Adulatione, Purità et Sincerità danimo, Sincerità, flattery, purity, sincerity, Fedeltà, Fides, Fraude, Inganno, deceit, fidelity, Biasimo vitioso, Calunnia, Detrattione, Maledicenza, calumny, honouring, slander|images/IIHIM_346131842.jpg|11|'animals'|1
76e4_063r_min_b.jpg|Image depicting fish|images/76e4_063r_min_b.jpg|12|'animals'|1
IIHIM_-2083534989.jpg|Image depicting predatory animal|images/IIHIM_-2083534989.jpg|13|'animals'|1
IIHIM_1861964225.jpg|Image depicting diving-bird, water-bird, forest, tree, brook, farm, covering, roof-covering, reed, pier, quay, wharf|images/IIHIM_1861964225.jpg|14|'animals', 'landscapes'|1, 3
IIHIM_1866104566.jpg|Image depicting insect, flower, fruit, insect, still life, bottle, glass, jar, vase|images/IIHIM_1866104566.jpg|16|'animals'|1
IIHIM_446271969.jpg|Image depicting bird, diving-bird, water-bird|images/IIHIM_446271969.jpg|17|'animals'|1
IIHIM_821410523.jpg|Image depicting snake, bathing, sea|images/IIHIM_821410523.jpg|19|'animals'|1
IIHIM_-1389987830.jpg|Image depicting song-bird, gown, book, closed book, open book, communication, language, learning, occupations, science, Assiduità, Industria, Ripa, Zelo, industriousness, acquisition, gain, profit, Immortalità, Ripa, immortality, imperishableness, death, life|images/IIHIM_-1389987830.jpg|20|'animals'|1
embstma_1903_pic090.jpg|Image depicting predatory animal|images/embstma_1903_pic090.jpg|21|'animals'|1
IIHIM_259212267.jpg|Image depicting animal, ideal landscape, landscape, cave, grotto, marine painting, sea, sailing-ship, yacht, arch, archivolt|images/IIHIM_259212267.jpg|22|'animals', 'landscapes'|1, 3
IIHIM_-1995188694.jpg|Image depicting rodent, carcass, game (hunted animal), spoils of the hunt, still life|images/IIHIM_-1995188694.jpg|23|'animals'|1
IIHIM_RIJKS_-979163536.jpg|Image depicting shore-bird, wading-bird|images/IIHIM_RIJKS_-979163536.jpg|24|'animals'|1
IIHIM_412833204.jpg|Image depicting bird, banderole, ribbon, scroll, foliage, garland, ornamental bird|images/IIHIM_412833204.jpg|25|'animals'|1
IIHIM_-1243373805.jpg|Image depicting crustacean, book, printed matter|images/IIHIM_-1243373805.jpg|27|'animals'|1
embepu_he1608_picf2a.jpg|Image depicting hoofed animal|images/embepu_he1608_picf2a.jpg|28|'animals'|1
embepu_he1616_pic081a.jpg|Image depicting predatory animal|images/embepu_he1616_pic081a.jpg|30|'animals'|1
IIHIM_-107526335.jpg|Image depicting bird, insect|images/IIHIM_-107526335.jpg|31|'animals'|1
bsb00025657_48.jpg|Image depicting animal, imitation, song-bird|images/bsb00025657_48.jpg|33|'animals'|1
bsb00029293_128.jpg|Image depicting hoofed animal|images/bsb00029293_128.jpg|34|'animals'|1
IIHIM_357948400.jpg|Image depicting hoofed animal, fish, bird, fabulous animals ~ monkeys|images/IIHIM_357948400.jpg|35|'animals'|1
IIHIM_-564349768.jpg|Image depicting rodent, adult, man, human figure at (open) window, seen from outside, container|images/IIHIM_-564349768.jpg|39|'animals'|1
IIHIM_-878268603.jpg|Image depicting rodent, carcass, game (hunted animal), spoils of the hunt, still life|images/IIHIM_-878268603.jpg|40|'animals'|1
bsb00027852_559.jpg|Image depicting fish|images/bsb00027852_559.jpg|41|'animals'|1
IIHIM_-1508166790.jpg|Image depicting bird, stone, vase|images/IIHIM_-1508166790.jpg|42|'animals'|1
IIHIM_2122130525.jpg|Image depicting monkey|images/IIHIM_2122130525.jpg|44|'animals'|1
IIHIM_-1204686059.jpg|Image depicting insect|images/IIHIM_-1204686059.jpg|45|'animals'|1
IIHIM_-2034314333.jpg|Image depicting predatory animal|images/IIHIM_-2034314333.jpg|46|'animals'|1
IIHIM_RIJKS_-1999034727.jpg|Image depicting monkey, animal, imitation|images/IIHIM_RIJKS_-1999034727.jpg|47|'animals'|1
IIHIM_2023071924.jpg|Image depicting animal|images/IIHIM_2023071924.jpg|49|'animals'|1
IIHIM_-1716392743.jpg|Image depicting hoofed animal, house, interior, open door, feigned window, optical illusion, sham-window, window, table, ceramics, jar, jug, pot, pottery, vase, nautilus, dish, cloth, cake, pastry, tart, carcass, game (hunted animal), spoils of the hunt, still life, grape|images/IIHIM_-1716392743.jpg|50|'animals'|1
IIHIM_RIJKS_1506226004.jpg|Image depicting predatory animal|images/IIHIM_RIJKS_1506226004.jpg|51|'animals'|1
embhab_hab_li77441_pic097.jpg|Image depicting snake|images/embhab_hab_li77441_pic097.jpg|52|'animals'|1
IIHIM_1898696187.jpg|Image depicting hoofed animal|images/IIHIM_1898696187.jpg|53|'animals'|1
IIHIM_-1331389351.jpg|Image depicting insect|images/IIHIM_-1331389351.jpg|54|'animals'|1
folger_ill_pic077661.jpg|Image depicting perfection, anger, soul, Divotione, Ripa, devotion, piety, halo, nimbus, night, animal|images/folger_ill_pic077661.jpg|55|'animals'|1
IIHIM_1234701996.jpg|Image depicting diving-bird, water-bird, tree, brook, adult, woman, washing (clothes), architecture, civil architecture, edifice, interior|images/IIHIM_1234701996.jpg|56|'animals', 'plants', 'landscapes'|1, 2, 3
IIHIM_-2022855279.jpg|Image depicting bird|images/IIHIM_-2022855279.jpg|58|'animals'|1
76e4_059r_min_a.jpg|Image depicting bird|images/76e4_059r_min_a.jpg|59|'animals'|1
IIHIM_-1040262207.jpg|Image depicting bird, leg, standing|images/IIHIM_-1040262207.jpg|60|'animals'|1
IIHIM_1955891592.jpg|Image depicting insect, flower, fruit, insect, still life, basket|images/IIHIM_1955891592.jpg|61|'animals'|1
uiuc_q0961g279_pic281.jpg|Image depicting worm|images/uiuc_q0961g279_pic281.jpg|62|'animals'|1
IIHIM_-395803826.jpg|Image depicting bird, tree|images/IIHIM_-395803826.jpg|63|'animals', 'plants'|1, 2
IIHIM_-570140942.jpg|Image depicting ornamental bird, stone, vase, ring|images/IIHIM_-570140942.jpg|64|'animals'|1
IIHIM_1005591265.jpg|Image depicting predatory animal|images/IIHIM_1005591265.jpg|65|'animals'|1
embhab_qun6071_pic049.jpg|Image depicting scythe, wing, bird, breast-plate, skin|images/embhab_qun6071_pic049.jpg|66|'animals'|1
ursicula_10709.jpg|Image depicting ornament, animal, mammal, printed matter|images/ursicula_10709.jpg|67|'animals'|1
embhab_lo-5357_pic081.jpg|Image depicting proverb, saying, postures and gestures of arms and hands in general, snake, mirror, hourglass, Prudence, Prudentia, Prudenza, Ripa, Previdenza, Providenza, Ripa, providence|images/embhab_lo-5357_pic081.jpg|68|'animals'|1
embhab_li-2363_pic052.jpg|Image depicting proverb, saying, scorpion, Previdenza, Providenza, Ripa, providence, Distintione del bene & del male, good and bad|images/embhab_li-2363_pic052.jpg|69|'animals'|1
IIHIM_RIJKS_-472747315.jpg|Image depicting monkey, child, historical person, identity, man, name, portrait, woman|images/IIHIM_RIJKS_-472747315.jpg|70|'animals'|1
bsb00032399_87.jpg|Image depicting lack, tail|images/bsb00032399_87.jpg|71|'animals'|1
IIHIM_1825406339.jpg|Image depicting other birds, basket|images/IIHIM_1825406339.jpg|72|'animals'|1
IIHIM_1765040497.jpg|Image depicting watch (clock), crustacean, grape|images/IIHIM_1765040497.jpg|73|'animals'|1
IIHIM_920945863.jpg|Image depicting rodent, ideal landscape, landscape, dog, carcass, game (hunted animal), spoils of the hunt, still life, hunter, huntress|images/IIHIM_920945863.jpg|74|'animals', 'landscapes'|1, 3
bsb00029362_70.jpg|Image depicting bell, predatory animal|images/bsb00029362_70.jpg|76|'animals'|1
IIHIM_RIJKS_-466638823.jpg|Image depicting monkey, rodent, cat|images/IIHIM_RIJKS_-466638823.jpg|77|'animals'|1
uiuc_x8751t19e1602_pic117.jpg|Image depicting predatory animal|images/uiuc_x8751t19e1602_pic117.jpg|79|'animals'|1
IIHIM_-49688784.jpg|Image depicting bird, bird-cage, optical illusion, picture, trompe loeilhunting, occupations, bag, game bag|images/IIHIM_-49688784.jpg|80|'animals'|1
IIHIM_-21771925.jpg|Image depicting predatory bird|images/IIHIM_-21771925.jpg|81|'animals'|1
IIHIM_684268129.jpg|Image depicting hoofed animal|images/IIHIM_684268129.jpg|82|'animals'|1
IIHIM_RIJKS_403681996.jpg|Image depicting Fürst der Welt, Ripa, Superbia, pride, believer, good and bad, Last Judgement, ornamental bird, Luke 13, Matthew 07, broad, destruction, gate, narrow, road|images/IIHIM_RIJKS_403681996.jpg|84|'animals'|1
IIHIM_1578654665.jpg|Image depicting ornamental bird, ideal landscape, landscape, landscape, city, ideal city, veduta, garden, park, public gardens|images/IIHIM_1578654665.jpg|85|'animals', 'landscapes'|1, 3
IIHIM_-1403870661.jpg|Image depicting demi-goddess, goddess, heroine, demi-goddess, goddess, heroine, animal, forest, tree, ancient history, classical antiquity, history, mythology|images/IIHIM_-1403870661.jpg|86|'animals', 'landscapes'|1, 3
IIHIM_1642132019.jpg|Image depicting bird, urn, grape|images/IIHIM_1642132019.jpg|87|'animals'|1
IIHIM_-62072774.jpg|Image depicting bird|images/IIHIM_-62072774.jpg|88|'animals'|1
